;nr;file;year;page;source;context;cluster;nz;loc
3672;666;1791_Purm_Louw_01B;1791;25;1 zie de voorgemelde kleijne kron van purmerende bladz 45 46 en 47 en als hier nevens;1 zie de voorgemelde kleijne Kron van Purmerende bladz 45 46 en 47 en als hier nevens;8;N;p
3673;665;1791_Purm_Louw_01B;1791;25;zie hier van cronijk van holl met div 30 cap 29;Zie hier van Cronijk van Holl met div 30 Cap 29;8;N;p
3674;668;1791_Purm_Louw_01B;1791;27;bij w v gout hoeven folio 127 128 en 129;van alle zijne voor en nazaeten bij W V Gout hoeven folio 127 128 en 129  Koning Maxm;8;N;p
3675;667;1791_Purm_Louw_01B;1791;27;heer jan van egmond deze steede van purmerende met verscheijde voorregten besch# ken zie hier agter bladz 76 en 77;Heer Jan van Egmond deze Steede van Purmerende met verscheijde Voorregten besch# ken zie hier agter bladz 76 en 77;8;N;p
3676;669;1791_Purm_Louw_01B;1791;28;1 deze papieren door den priester hier voren;1 deze papieren door den Priester hier voren;1;N;p
3677;670;1791_Purm_Louw_01B;1791;29;1 zie van dit alles de kleijne kron van purm en;1 zie van dit alles de kleijne Kron van Purm En;8;N;p
3678;671;1791_Purm_Louw_01B;1791;30;zie de purm cronijk bl 62 63 6#;sien gekregen zie de Purm Cronijk bl 62 63 6#;8;N;p
3679;672;1791_Purm_Louw_01B;1791;32;1 zie dapper beschrijvinge van amsterd bladz 146;1 zie dapper beschrijvinge van Amsterd bladz 146  en;8;N;p
3680;673;1791_Purm_Louw_01B;1791;32;commelijn idem bladz 950 en wagen idem 3de stu# bladz 106 en 149;Commelijn idem bladz 950 en Wagen idem 3de Stu# bladz 106 en 149  en mijne geschrevene Aenteken;8;N;p
3681;675;1791_Purm_Louw_01B;1791;34;# zie petit nederl republ pag 122 sonooij was 68 oud overl en t jaer 1597;# zie Petit Nederl Republ pag 122 Sonooij was 68 Oud overl en t jaer 1597;8;N;p
3682;674;1791_Purm_Louw_01B;1791;34;brand zegt 28 junij kort verh der reforrm bladz 686;Brand zegt 28 Junij Kort verh der reforrm bladz 686;8;N;p
3683;677;1791_Purm_Louw_01B;1791;35;2 vide jan van twisk jaerlijkse geschieden 2 de deel bladz 1310;2 Vide Jan van Twisk Jaerlijkse Geschieden 2 de deel Bladz 1310;8;N;p
3684;676;1791_Purm_Louw_01B;1791;35;in een rekening van t dorp graft staat tot de vastmakinge der stede van pumerende hebben die van abc graft in het werk van de schansers geweest 31 daer# met 150 mannen daegs 6 stuijv bedr aangel@ 139@;arbeijden In een rekening van t dorp Graft Staat tot de vastmakinge der Stede van Pumerende hebben die van abc graft in het werk van de Schansers geweest 31 daer# met 150 Mannen daegs 6 Stuijv bedr aangel@ 139@;8;N;p
3685;679;1791_Purm_Louw_01B;1791;36;1 vide idem 490;1 vide idem 490  2 idem Verdugo was van Haar;8;N;p
3686;678;1791_Purm_Louw_01B;1791;36;1 zie zaanl arkadia bladz 467 468 en 469;1 zie Zaanl Arkadia bladz 467 468 en 469;8;N;p
3687;680;1791_Purm_Louw_01B;1791;36;4 zie jwagen beschrijv van amsterd bladz 327 in het 2de deel;4 zie JWagen beschrijv van Amsterd bladz 327 in het 2de deel;8;N;p
3688;682;1791_Purm_Louw_01B;1791;37;volgens schriftelijke aanteken onder den r pr @@ tende;1  volgens Schriftelijke aanteken onder den r Pr @@ tende;1;N;p
3689;681;1791_Purm_Louw_01B;1791;37;1 #en sint katarina toegew vide staat van holl 5de deel bl 527;koste  1 #en Sint Katarina toegew vide Staat van Holl 5de deel bl 527;8;N;p
3690;683;1791_Purm_Louw_01B;1791;37;1 zie naaml der predik hier agter bladz 208 besch p;1 zie Naaml der Predik hier agter bladz 208 besch p;8;N;p
3691;684;1791_Purm_Louw_01B;1791;37;2 uijt voorgemelde aanteken van de pastoor;2 Uijt voorgemelde Aanteken van de Pastoor;4;N;p
3692;689;1791_Purm_Louw_01B;1791;38;4 en velius kroniek bladzijde 231 enkhuizen kroniek bladzijde 203;4 en Velius Kroniek bladzijde 231 Enkhuizen kroniek bladzijde 203;8;N;p
3693;685;1791_Purm_Louw_01B;1791;38;1 ziet velius 3 boek bl 37;niet overhorig wezen enz  1 ziet Velius 3 boek bl 37;8;N;p
3694;686;1791_Purm_Louw_01B;1791;38;1 ziet velius cronijk van hoorn 3 boek bladzijde 375 tot 377 stadt;1 ziet Velius Cronijk van hoorn 3 boek bladzijde 375 tot 377 Stadt;8;N;p
3695;687;1791_Purm_Louw_01B;1791;38;2 ziet velius als boven 3 boek bladzijde 412;2 ziet Velius als boven 3 boek bladzijde 412;8;N;p
3696;688;1791_Purm_Louw_01B;1791;38;3 ziet zaanlandsche arkadia 5 boek bladzijde 580;3 ziet Zaanlandsche Arkadia 5 boek bladzijde 580;8;N;p
3697;690;1791_Purm_Louw_01B;1791;39;1 ziet velius cron van hoorn bladz 426;1 ziet Velius Cron van Hoorn bladz 426  en;8;N;p
3698;691;1791_Purm_Louw_01B;1791;39;2 zoete booms zaant arkadia 5de boek bladz 59;2 zoete booms zaant Arkadia 5de boek bladz 59;8;N;p
3699;692;1791_Purm_Louw_01B;1791;39;3 p bon boek folio 17  vide cs bruijn noord holl arcadia bladz 151 verbeterde aentek door d heer g schoemaker;3 P Bon boek folio 17  Vide Cs Bruijn Noord Holl Arcadia bladz 151 verbeterde Aentek door d Heer G Schoemaker;8;N;p
3700;693;1791_Purm_Louw_01B;1791;40;1 ziet velius cron van hoorn bladz 426;1 ziet Velius Cron van Hoorn bladz 426  en;8;N;p
3701;694;1791_Purm_Louw_01B;1791;40;2 zoete booms zaanl arkadia 5de boek bladz 59#;2 zoete booms zaanl Arkadia 5de boek bladz 59#;8;N;p
3702;695;1791_Purm_Louw_01B;1791;40;3 pbor  boek folio 17 + vide cs bruijn noord holl arcadia bladz 151 verbeterde aentek door d heer g schoemaker#;3 PBor  boek folio 17 + Vide Cs Bruijn Noord Holl Arcadia bladz 151 verbeterde Aentek door d Heer G Schoemaker#;8;N;p
3703;696;1791_Purm_Louw_01B;1791;41;1 zie p bor nederlands geschied 7 boek folio 17;1 zie P Bor Nederlands Geschied 7 Boek folio 17 en mende;8;N;p
3704;697;1791_Purm_Louw_01B;1791;41;velius cron van hoorn met de aanteken van s centen  4de boek bladz 427 en de zaanl oudh 5 boek 594;Velius Cron van Hoorn met de aanteken van S Centen  4de boek bladz 427 en de Zaanl oudh 5 boek 594;8;N;p
3705;700;1791_Purm_Louw_01B;1791;42;4 zie staet van alle volken 5 deel bladz 527 enz;4 zie Staet van alle volken 5 deel bladz 527 enz;6;N;p
3706;703;1791_Purm_Louw_01B;1791;42;4 vide j wagen 2de deel bladz 352 en 496;4 Vide J Wagen 2de deel bladz 352 en 496;8;N;p
3707;701;1791_Purm_Louw_01B;1791;42;bor zegd dat er 1700 dooden en 250 gevangenen waeren 3 j wagenaer in zijne beschrijvinge van amsterdam meld;Bor zegd dat er 1700 dooden en 250 Gevangenen waeren 3 J Wagenaer in zijne beschrijvinge van Amsterdam meld dat de Heer de;8;N;p
3708;698;1791_Purm_Louw_01B;1791;42;1 zie eman van meteren nederl gesch 5 boek folio 92op;1 zie Eman van Meteren Nederl gesch 5 boek folio 92op;8;N;p
3709;702;1791_Purm_Louw_01B;1791;42;2 e van meteren 5 boek folio 92 3 bor 7 boek bladz 17;2 E van Meteren 5 boek folio 92 3 Bor 7 boek bladz 17;8;N;p
3710;699;1791_Purm_Louw_01B;1791;42;3 zie zaanl arkadia van zoeteh 5de boek bladz 59# ofwel holland;3 zie zaanl Arkadia van Zoeteh 5de boek bladz 59# ofwel Holland;8;N;p
3711;704;1791_Purm_Louw_01B;1791;43;3  twisk 2 deel bl 1309;in veijligheijd te geraeken 3  Twisk 2 deel bl 1309;8;N;p
3712;705;1791_Purm_Louw_01B;1791;43;zie zaanl arkad 5de boek bl 460;dezelve aldaer zie zaanl Arkad 5de boek bl 460;8;N;p
3713;706;1791_Purm_Louw_01B;1791;43;2 zie velius cron 4de boek bladz 429 3 zaanlandsche arkadia 5de boek bladz 592;te zien  2 zie Velius Cron 4de boek bladz 429 3 zaanlandsche Arkadia 5de boek bladz 592;8;N;p
3714;707;1791_Purm_Louw_01B;1791;44;zie van leewen batavia illustrata folio 213;1 zie van Leewen batavia Illustrata folio 213  en;8;N;p
3715;708;1791_Purm_Louw_01B;1791;44;zaan b arcadia de boek bladz 605;Zaan b Arcadia de boek bladz 605;8;N;p
3716;709;1791_Purm_Louw_01B;1791;45;2zie de zaenlandsche arkadia 5de boek bladz 615;2zie de zaenlandsche Arkadia 5de boek bladz 615;8;N;p
3717;710;1791_Purm_Louw_01B;1791;45;3 idem 5 de boek bladz 607;3 idem 5 de boek bladz 607;8;N;p
3718;711;1791_Purm_Louw_01B;1791;46;1 twisk 2de deel folio 1292;sie of Sittinge gehad 1 Twisk 2de deel Folio 1292;8;N;p
3719;718;1791_Purm_Louw_01B;1791;46;1 zie rezoluties van holland 12 octob 1582;1 zie Rezoluties van Holland 12 Octob 1582;1;N;p
3720;713;1791_Purm_Louw_01B;1791;46;2 zoetstemmende zwaan bladz 205 tot 208 enz en hier na bladz 86;2 zoetstemmende Zwaan bladz 205 tot 208 enz en hier na bladz 86;8;N;p
3721;714;1791_Purm_Louw_01B;1791;46;3zie hier voor bladz 32 en 33;3zie hier voor bladz 32 en 33;8;N;p
3722;717;1791_Purm_Louw_01B;1791;46;en hooft 11 boek bladz 453 467 - 470;en Hooft 11 boek bladz 453 467 - 470;8;N;p
3723;716;1791_Purm_Louw_01B;1791;46;pr bon 9 boek bladz 174 en 191;en Pr Bon 9 boek bladz 174 en 191  enz;8;N;p
3724;712;1791_Purm_Louw_01B;1791;46;1 zie zoeteboom zaanl arkadia 5de boek bladz 68;1 zie Zoeteboom Zaanl Arkadia 5de boek bladz 68;8;N;p
3725;715;1791_Purm_Louw_01B;1791;46;4 zie velius cron van hoorn 4de boek bladz 450;4 zie Velius Cron van Hoorn 4de boek bladz 450;8;N;p
3726;719;1791_Purm_Louw_01B;1791;49;handveste;Handveste gegeven door Willem Eggert aan;8;N;p
3727;720;1791_Purm_Louw_01B;1791;57;zoelstemm zwaen bladz 184;zijn aengesteld zie zoelstemm Zwaen bladz 184;8;N;p
3728;721;1791_Purm_Louw_01B;1791;61;ordinantiën en usantiën;hier volgd nu de gewoonelijke Ordinantiën en Usantiën  die voor den jaare;1;N;p
3729;722;1791_Purm_Louw_01B;1791;67;# zie j v rooyen nederl oudheden pag 177;# zie J V Rooyen Nederl Oudheden Pag 177;8;N;p
3730;723;1791_Purm_Louw_01B;1791;67;1 zie vondel over de inweijdinge van t stadh tot amstd;1 zie Vondel over de inweijdinge van t Stadh tot Amstd;4;N;p
3731;724;1791_Purm_Louw_01B;1791;67;zie j wagen beschrijv van amsterdm 2de stuk in octavo eerste deel bladz 222 als mede gebouwen en gezigten van amsterd in octavo met plaeten gedr bij marshoorn 1736 op bladz 178 en 179 141 net der nederlandsche oudheden door math brouwerius van nidek bladz 114 op bladz 115 aengetekend;waere Kruijs in besloten was  zie J Wagen beschrijv van Amsterdm 2de Stuk in Octavo Eerste deel bladz 222 als mede gebouwen en gezigten van Amsterd in Octavo met plaeten gedr bij Marshoorn 1736 op bladz 178 en 179 141 net der Nederlandsche Oudheden door Math Brouwerius van Nidek bladz 114 op bladz 115 Aengetekend dat na de Brand van;8;N;p
3732;725;1791_Purm_Louw_01B;1791;68;zie als bov nederl oudheden bladz 120 zie de bruijn noord holl arkadia met aenteken van g schomaker bladz 73;van de Kabeljauws gezinde Parteij verdreven  zie als bov Nederl Oudheden bladz 120 zie de Bruijn Noord Holl Arkadia met Aenteken van G Schomaker bladz 73;8;N;p
3733;728;1791_Purm_Louw_01B;1791;68;zie de kronijk van enkhuijz bladz 216;Stad geweest zie de Kronijk van Enkhuijz bladz 216;8;N;p
3734;726;1791_Purm_Louw_01B;1791;68;zie j wagenaer beschreijvinge van amsterd 1 deel bladz 280;niet hoger dan voor 1 Stuijver te verkopen  zie J Wagenaer beschreijvinge van Amsterd 1 deel bladz 280;8;N;p
3735;727;1791_Purm_Louw_01B;1791;68;zie van het bovengemelde het kabin der nederl oudh versam door m b van nedek eerste deel bladz 114 in quarto;vel gegeven zie van het bovengemelde het Kabin der Nederl Oudh versam door M B van Nedek Eerste deel bladz 114 in quarto;8;N;p
3736;732;1791_Purm_Louw_01B;1791;69;heda aangetekend;bij  Heda aangetekend  dat het over al kruijsen en;8;N;p
3737;731;1791_Purm_Louw_01B;1791;69;ibid tweede deel bl 291;Kerk en al glad afgebrand ibid tweede deel bl 291;8;N;p
3738;734;1791_Purm_Louw_01B;1791;69;vide matthoei fundat & fata eccl pag 188;ze dogters vereijscht werd  Vide Matthoei Fundat & Fata Eccl pag 188  En uijt deze vertelling is de;8;N;p
3739;730;1791_Purm_Louw_01B;1791;69;vide oudt heden en gestigten van noord holland door h v r uijt het latijn vertaeld 1721 de kerk die naderhand tot een parochie kerk opgeregt werd had den h bisschop st nicolaes met de h maegd en martelaresse st catharina tot hare patroonen verkoren ibid bladz 288;tot een Stad aengewassen  vide Oudt heden en gestigten van Noord Holland door H V R uijt het Latijn vertaeld 1721 de Kerk die naderhand tot een Parochie Kerk opgeregt werd had den H Bisschop St Nicolaes met de H Maegd en Martelaresse St Catharina tot hare Patroonen verkoren ibid bladz 288;8;N;p
3740;735;1791_Purm_Louw_01B;1791;69;zie jan waegenaer beschrijvinge van amsterdam zevende stuk in octavo bladz 298 en 299;maekt van St Nicolaes te komen  zie Jan Waegenaer beschrijvinge van Amsterdam Zevende Stuk in Octavo bladz 298 en 299;8;N;p
3741;729;1791_Purm_Louw_01B;1791;69;zie mr lowijs guicciardijn edelm van florencen beschrijw der nederl vertaald door petrus montani in folio bladz 223 gedr 1612;zie Mr Lowijs guicciardijn Edelm van Florencen Beschrijw der Nederl vertaald door Petrus Montani in Folio bladz 223 gedr 1612;8;N;p
3742;733;1791_Purm_Louw_01B;1791;69;zie staet kundige historie van holland gedrukt te amsterdam bij bern mourik 1758 bladz 154 en 155;zie Staet Kundige Historie van Holland gedrukt te Amsterdam bij Bern Mourik 1758 bladz 154 en 155;8;N;p
3743;738;1791_Purm_Louw_01B;1791;70;vide regerings lyst voor de handvesten op t jaer 1417 anonijm ad calcem pontani pagina 6;Kapelle genaemd begraeven werd  vide regerings Lyst voor de Handvesten op t jaer 1417 Anonijm ad Calcem Pontani pagina 6 in welk grafschrift opmerkelijk is dat;8;N;p
3744;736;1791_Purm_Louw_01B;1791;70;w sijvaerts roomsche mijster voor bladz 27;W Sijvaerts Roomsche Mijster voor bladz 27;8;N;p
3745;740;1791_Purm_Louw_01B;1791;70;de vorige autheur over amsterdam 8ste stuk 3de deel 3de boek bladzijde 35 & 36 en hier agter op bladz 226 & 227;de vorige Autheur over Amsterdam 8ste Stuk 3de deel 3de boek bladzijde 35 & 36 en hier agter op bladz 226 & 227;8;N;p
3746;737;1791_Purm_Louw_01B;1791;70;vide mieris charterboek 4de deel bladz 84 157 219 288 371 397 & 398;Vide Mieris Charterboek 4de deel bladz 84 157 219 288 371 397 & 398  de Hooge Heerlijkheijd van;8;N;p
3747;739;1791_Purm_Louw_01B;1791;70;zie regeer lijst voor de handvest op t jaer 1417 en j wagenaer beschrijvinge van amsterdam 7de stuk 3de deel 2de boek bl 365;elders 1 leest dat hij begraeven is 1 zie regeer Lijst voor de handvest op t jaer 1417 en J Wagenaer beschrijvinge van Amsterdam 7de Stuk 3de deel 2de boek bl 365;4;N;p
3748;743;1791_Purm_Louw_01B;1791;71;staet van holl bij tirion 5de deel bladz 524;en Staet van Holl bij Tirion 5de deel bladz 524;8;N;p
3749;742;1791_Purm_Louw_01B;1791;71;zie brands historie der reformatie 2de deel bladz 232;zie Brands Historie der reformatie 2de deel bladz 232;8;N;p
3750;741;1791_Purm_Louw_01B;1791;71;sie wagenaers beschrijv van amsterdam 8ste stuk bladz 630 631 en 632 in t 3de deel en 4de boek in octavo;waere enz  Sie Wagenaers beschrijv van Amsterdam 8ste Stuk bladz 630 631 en 632 in t 3de deel en 4de boek in Octavo;4;N;p
3751;744;1791_Purm_Louw_01B;1791;72;1 adriaen junius in zijne batavia illustrata of verheerl nederl pag 304 geeft deze getuijgenisse van de stad purmerende het is namentlijk purmerende stads gewijs in straeten afgedeeld voorzien van nette gebouwen rijk in de aelvangst wel eer zoo gelukkig dat zij met voordeel en gewin na brittanj en wel na londen jaarelijks veele schepen zond gemaakt met doorgeboorde kielen om door tusschen spoelingen van t waeter de aelen vrije ademtogt te geven;1 Adriaen Junius in zijne Batavia Illustrata of Verheerl Nederl pag 304 geeft deze getuijgenisse van de Stad Purmerende het is namentlijk Purmerende Stads gewijs in Straeten afgedeeld voorzien van nette gebouwen rijk in de Aelvangst wel eer zoo gelukkig dat zij met voordeel en gewin na Brittanj en wel na Londen jaarelijks veele Schepen zond gemaakt met doorgeboorde kielen om door tusschen Spoelingen van t waeter de Aelen vrije ademtogt te geven;8;N;p
3752;745;1791_Purm_Louw_01B;1791;72;ik vinde aengetek in t jaarboek van 1749 op het artic;ik vinde Aengetek in t jaarboek van 1749 op het Artic  van;4;N;p
3753;748;1791_Purm_Louw_01B;1791;73;1 zie de nieuwe enkhuijzer croniek van brants pag 102;1 zie de Nieuwe Enkhuijzer Croniek van Brants pag 102;8;N;p
3754;746;1791_Purm_Louw_01B;1791;73;vind ik aangetekend;in dit jaar of omtrent deze tijd vind ik aangetekend;8;N;p
3755;747;1791_Purm_Louw_01B;1791;73;wan# adriaen leegwater tekend aan;gens droogte zomwijlen niet bevaarbaar was  wan# Adriaen Leegwater tekend aan  3 dat wanneer er;8;N;p
3756;749;1791_Purm_Louw_01B;1791;73;3 zie haerlemmermeerboek bladz 28;3 zie Haerlemmermeerboek bladz 28;8;N;p
3757;751;1791_Purm_Louw_01B;1791;74;ziet verders hier van het exstract uijt het octrooij van de beemster met de cavel condietiën bladzijde 39 & 40 zie dit octrooy hier na bladz 209 enz;Ziet verders hier van het Exstract uijt het Octrooij van de Beemster met de Cavel Condietiën bladzijde 39 & 40 zie dit Octrooy hier na Bladz 209 enz;1;N;p
3758;750;1791_Purm_Louw_01B;1791;74;1 zie jan adr leegwater als boven bladz 25 tress#### 2  ildem bladz 26 3 zie van deze zael verders hier agter op bladz 32 in de beschrijv van purmerende door a louwen;1 Zie Jan adr Leegwater als boven bladz 25 tress#### 2  ildem bladz 26 3 zie van deze zael verders hier agter op bladz 32 in de beschrijv van Purmerende door A Louwen;8;N;p
3759;757;1791_Purm_Louw_01B;1791;75;1 zie het octrooij van de wormer drie;1 zie het Octrooij van de Wormer drie;1;N;p
3760;753;1791_Purm_Louw_01B;1791;75;2 zie het octrooij etc van de purmer;2 zie het Octrooij etc van de Purmer;1;N;p
3761;756;1791_Purm_Louw_01B;1791;75;5 zie het plakaet van 29 septembr 1624 hier na op bladz 153 tot 208;5 zie het Plakaet van 29 Septembr 1624 hier na op bladz 153 tot 208;1;N;p
3762;752;1791_Purm_Louw_01B;1791;75;1 zie brands historie van enkhuijzen 2de stuk blz 30;1 zie Brands Historie van Enkhuijzen 2de Stuk blz 30;8;N;p
3763;754;1791_Purm_Louw_01B;1791;75;3 zie cronijk van vilius van hoorn bladz 609;3 zie Cronijk van Vilius van Hoorn bladz 609;8;N;p
3764;755;1791_Purm_Louw_01B;1791;75;4 zie hier voor bladz 93 tot 100;4 zie hier voor bladz 93 tot 100;8;N;p
3765;758;1791_Purm_Louw_01B;1791;76;1 zie hollandsch placaetboek 2de deel folio 131 & 132;1 zie Hollandsch Placaetboek 2de deel folio 131 & 132;1;N;p
3766;759;1791_Purm_Louw_01B;1791;76;2 volg de lijst der predik van deze stad hier agter gevoegd op bladz 208 in de beschr v purm;2 volg de Lijst der predik van deze Stad hier agter gevoegd op bladz 208 in de beschr V Purm;8;N;p
3767;760;1791_Purm_Louw_01B;1791;78;zie dirk burg zyn mederblikk cronijk 1e deel bladz 186 enz zie hier voor bladz 106;zie dirk Burg zyn Mederblikk Cronijk 1e deel bladz 186 enz zie hier voor bladz 106;8;N;p
3768;761;1791_Purm_Louw_01B;1791;80;1 zie van dit gasthuijs hier voor op bladz 78 als mede onder in de aentekeninge 2 volgens de transport brieven berustende op heden ten huijse van jan blauw binnen dese stadt 3 volgens het jaergetal berustende nog aan het raem boven de ketel in de zeepziedereij dit jaergetal heefd boven een deur gestaendog is door p v d leij veränderd 1753;1 zie van dit gasthuijs hier voor Op bladz 78 als mede onder in de aentekeninge 2 volgens de transport brieven berustende op heden ten huijse van Jan Blauw binnen dese Stadt 3 volgens het Jaergetal berustende nog aan het Raem boven de Ketel in de Zeepziedereij dit jaergetal heefd boven een deur gestaendog is door P V d Leij veränderd 1753;8;N;p
3769;765;1791_Purm_Louw_01B;1791;81;1 zie van hem hier na bladz 228 en 240;1 zie van hem hier na bladz 228 en 240;8;N;p
3770;762;1791_Purm_Louw_01B;1791;81;2 ziet hier van de wintersche avonden van jan zoet gedrukt tot uijtregt 1650 3 volgens oog getuijgen die mijn dit verhaeld en gezien hebben magg@@iel fera@;2 ziet hier van de Wintersche Avonden van Jan Zoet gedrukt tot Uijtregt 1650 3 volgens Oog getuijgen die mijn dit verhaeld en gezien hebben Magg@@iel fera@;4;N;p
3771;766;1791_Purm_Louw_01B;1791;81;3 zie hollandsche mercurius van t jaar 1650 eerste deel bladz 22;3 zie Hollandsche Mercurius van t jaar 1650 Eerste deel bladz 22;4;N;p
3772;763;1791_Purm_Louw_01B;1791;81;4 uijtwijzende zijn naem waepen en jaargetal in dit g@;4 Uijtwijzende zijn Naem Waepen en jaargetal in dit g@;8;N;p
3773;764;1791_Purm_Louw_01B;1791;81;5 zie aijtsma geschiedenis bladz 263;5 zie Aijtsma Geschiedenis bladz 263;8;N;p
3774;767;1791_Purm_Louw_01B;1791;81;5 zie hier na op bladz 215 6 volgens brands beschrijvinge van enkhuijzen 2e  boek bladz;5 zie hier na op Bladz 215 6 volgens Brands beschrijvinge van Enkhuijzen 2e  boek bladz;8;N;p
3775;768;1791_Purm_Louw_01B;1791;82;1 vide memoire ou instruction sur le memoire du comte de guiche pag 35;1 Vide Memoire ou Instruction sur Le Memoire du Comte de guiche Pag 35;8;N;p
3776;769;1791_Purm_Louw_01B;1791;84;1 vide cwagenaer beschrijv van amsterdam in octavo 5de stuk bladz 252 en 253 g brands beschrijv van enkhuijzen 2de deel bladz 209 en 216;1 Vide CWagenaer beschrijv van Amsterdam in Octavo 5de Stuk bladz 252 en 253 G Brands Beschrijv van Enkhuijzen 2de deel bladz 209 en 216;8;N;p
3777;771;1791_Purm_Louw_01B;1791;88;3 zie het octrooij in t groot plakaatboek op dat voorsz;3 zie het Octrooij in t groot plakaatboek op dat voorsz;1;N;p
3778;770;1791_Purm_Louw_01B;1791;88;2 zie het stads keurboek van dit jaar;2 zie het Stads keurboek van dit jaar;1;N;p
3779;772;1791_Purm_Louw_01B;1791;91;1 zie medenblikker cronijk van d burger 1e deel bladz 226;1 zie Medenblikker Cronijk van d Burger 1e deel bladz 226;8;N;p
3780;774;1791_Purm_Louw_01B;1791;93;1 al dit voorgemelde verhaal van den jaeren 1672 1673 en 1674 heb ik uijt geschrevene aenteken van een geagt burger dezer stad voor het meest gedeelte geschreven zijnde de hr jacob blaauw den 19 febr;1 Al dit voorgemelde verhaal van den jaeren 1672 1673 en 1674 heb ik uijt geschrevene aenteken van een geagt burger dezer Stad voor het meest gedeelte geschreven zijnde de Hr Jacob Blaauw den 19 febr;8;N;p
3781;773;1791_Purm_Louw_01B;1791;93;1 zie den eed der schutteren gedaen in den jaere 1747 hier na op bladz 290 en 291;1 zie den Eed der Schutteren gedaen in den jaere 1747 hier na op bladz 290 en 291;8;N;p
3782;775;1791_Purm_Louw_01B;1791;96;1 zie hier van costerus vloeken zegen#### in t jaer  1674 hadt;1 zie hier van Costerus vloeken Zegen#### in t jaer  1674 hadt;4;N;p
3783;777;1791_Purm_Louw_01B;1791;96;3 zie het fatzoen van de voorige toorn in het kaertje of tekening van deze stad op bladz 145 ook kan men dezelve van zilver na gemaakt op hooge feestdaegen alhier in de roomsche kerk zien;3 zie het fatzoen van de voorige Toorn in het kaertje of tekening van deze Stad op bladz 145 Ook kan men dezelve van Zilver na gemaakt op hooge Feestdaegen alhier in de Roomsche Kerk zien;8;N;p
3784;776;1791_Purm_Louw_01B;1791;96;medenblikker cronijk bladz 303;en Medenblikker Cronijk bladz 303;8;N;p
3785;778;1791_Purm_Louw_01B;1791;98;tijdvers;Ook Staat alhier dit volgende Tijdvers;8;N;p
3786;782;1791_Purm_Louw_01B;1791;100;ordonnantie van de no 1 weeskamer der steede purmerende;Ordonnantie van de No 1 Weeskamer der Steede Purmerende gemaekt bij Burgermeesters ende;1;N;p
3787;779;1791_Purm_Louw_01B;1791;100;1 zie de hollandsche mercurius op dit jaar bladz 226;1 zie de Hollandsche Mercurius op dit jaar bladz 226;4;N;p
3788;780;1791_Purm_Louw_01B;1791;100;2 zie hier voor op het jaar 1672 bladz 136;2 zie hier voor op het jaar 1672 bladz 136;8;N;p
3789;781;1791_Purm_Louw_01B;1791;100;3 zie mede hier voor op bladz 148 & 149 de groote slag klok is in t jaar al gegoten;3 zie mede hier voor op bladz 148 & 149 de groote Slag Klok is in t jaar al gegoten;8;N;p
3790;783;1791_Purm_Louw_01B;1791;131;ordonnantie;t Octrooij verleend op de voorschreve Ordonnantie;1;N;p
3791;784;1791_Purm_Louw_01B;1791;132;ordonnantie;De voorsz Ordonnantie  is van den;1;N;p
3792;790;1791_Purm_Louw_01B;1791;146;brand reformatie 2de deel bladz 679;Nationaele Sinode zoude voorgaen Brand reformatie 2de deel bladz 679;8;N;p
3793;787;1791_Purm_Louw_01B;1791;146;cs bruijn n arkadia bladz 28;Cs Bruijn N Arkadia bladz 28;8;N;p
3794;789;1791_Purm_Louw_01B;1791;146;van amsterdm 4de stuk bladz 294;van Amsterdm 4de Stuk bladz 294;8;N;p
3795;788;1791_Purm_Louw_01B;1791;146;vide enkh 5;de zeijde der Contra remonstranten Vide Enkh 5;8;N;p
3796;785;1791_Purm_Louw_01B;1791;146;vide jubelj door bar@ut bladz @;vide Jubelj door Bar@ut bladz @;8;N;p
3797;786;1791_Purm_Louw_01B;1791;146;zie reijs en zak atlas van j c sepp gedr bij hem te afm 1773;zie reijs en zak atlas van J C Sepp gedr bij hem te Afm 1773;8;N;p
3798;792;1791_Purm_Louw_01B;1791;147;volgens octrooij zie plak boek holl pag 421 enz;is deze Stad Uijtgeleijd volgens Octrooij zie Plak boek Holl Pag 421 enz;1;N;p
3799;794;1791_Purm_Louw_01B;1791;147;aijtzema zaken van staet 3de deel bladz 432 enkh kron bl 128;de Stad geweest zie Aijtzema zaken van Staet 3de deel bladz 432 Enkh Kron bl 128;8;N;p
3800;791;1791_Purm_Louw_01B;1791;147;brand reform 2de deel bladz 804;ringe volgde  Brand reform 2de deel bladz 804  end;8;N;p
3801;793;1791_Purm_Louw_01B;1791;147;jan van twisk jaerl geschieden 2de deel bl 1758;Jan van Twisk jaerl geschieden 2de deel bl 1758;8;N;p
3802;795;1791_Purm_Louw_01B;1791;147;zie de kronijk van enkhuijzen 2de deel bladz 213;zie de Kronijk van Enkhuijzen 2de deel bladz 213;8;N;p
3803;796;1791_Purm_Louw_01B;1791;148;vide vaderlandsche historie van wagenaer 14deel bladz 358 enz;Waerdigheijd van de hand geweesen Vide Vaderlandsche Historie van Wagenaer 14deel bladz 358 enz;8;N;p
3804;799;1791_Purm_Louw_01B;1791;149;gedr bij b mourik a amsterdm 1767 alwaer dit voorsz nevens het gemelde contract van bladz 29 tot 31 te vinden is;gedr bij B Mourik a Amsterdm 1767 alwaer dit voorsz nevens het gemelde Contract van bladz 29 tot 31 te vinden is;1;N;p
